"","city","name","state","avgStars","ZipCode","Type","Median..","price"
"1226","Phoenix","The Sub Shop","AZ",4.25,85034,"Other","14,595","1"
"1227","Phoenix","Carolina's Mexican Food","AZ",4.00980392156863,85034,"LAmerican","14,595","1"
"1228","Phoenix","Bobby C's Bar & Lounge","AZ",3.59090909090909,85034,"African","14,595","2"
"1229","Phoenix","Wong's Chinese Dining","AZ",3.96363636363636,85034,"Asian","14,595","1"
"1230","Phoenix","Petes Fish & Chips","AZ",3.07142857142857,85034,"Other","14,595","1"
"1231","Phoenix","Asadero Norte De Sonora","AZ",4.32692307692308,85034,"LAmerican","14,595","1"
"1232","Phoenix","Burger King","AZ",4,85034,"American","14,595","1"
"1233","Phoenix","Hap's Pit Barbecue","AZ",3.51648351648352,85034,"Other","14,595","1"
"1234","Phoenix","Fabulous Food","AZ",3.25,85034,"Other","14,595",NA
"1235","Phoenix","Knock Kneed Lobster","AZ",3.63265306122449,85034,"Other","14,595","2"
"1236","Phoenix","Stockyards Restaurant","AZ",3.84530386740331,85034,"Other","14,595","3"
"1237","Phoenix","Waffle House","AZ",4,85034,"Other","14,595","1"
"1238","Phoenix","Oaxaca Sky Harbor","AZ",3,85034,"LAmerican","14,595","1"
"1239","Phoenix","Jack in the Box","AZ",1.85714285714286,85034,"American","14,595","1"
"1240","Phoenix","Hap's Pit Barbeque","AZ",4.5,85034,"Other","14,595","1"
"1241","Phoenix","Wendy's","AZ",2.83333333333333,85034,"American","14,595","1"
"1242","Phoenix","Mandy's Fish & Chips","AZ",3.66666666666667,85034,"Other","14,595","1"
"1243","Phoenix","Waffle House","AZ",2.95652173913043,85034,"Other","14,595","1"
"1244","Phoenix","Luv A Sub","AZ",3.35294117647059,85034,"Other","14,595","1"
"1245","Phoenix","Domino's Pizza","AZ",3,85040,"European","32,681","1"
"1246","Phoenix","Susie's Mexican Cafe & Lounge","AZ",3.28571428571429,85040,"LAmerican","32,681","1"
"1247","Phoenix","New Sun Star Super Buffet","AZ",2.4,85040,"Asian","32,681","1"
"1248","Phoenix","McDonald's","AZ",1.81818181818182,85040,"American","32,681","1"
"1249","Phoenix","Dairy Queen","AZ",5,85040,"American","32,681","1"
"1250","Phoenix","Mim's Burger & Mexican Food","AZ",3.80645161290323,85040,"American","32,681","1"
"1251","Phoenix","AZTECA Bakeries & Restaurant","AZ",4.04,85007,"LAmerican","33,192","1"
"1252","Phoenix","Pete's Fish & Chips","AZ",3.57142857142857,85040,"Other","32,681","1"
"1253","Phoenix","Las Glorias Restaurant","AZ",3.6,85040,"LAmerican","32,681","2"
"1254","Phoenix","Church's Fried Chicken","AZ",2.75,85040,"Other","32,681",NA
"1255","Phoenix","Tam's","AZ",3.70588235294118,85040,"Asian","32,681","1"
"1256","Phoenix","Pizza Hut","AZ",1.66666666666667,85040,"European","32,681","2"
"1257","Phoenix","Wongs To Go","AZ",4.33333333333333,85040,"Asian","32,681","1"
"1258","Phoenix","El Nuevo Taquito","AZ",4.4,85040,"LAmerican","32,681","1"
"1259","Phoenix","La Sonorense Tortilla Factory","AZ",5,85040,"LAmerican","32,681","2"
"1260","Phoenix","Bahia De Guaymas","AZ",4.33333333333333,85040,"LAmerican","32,681","2"
"1261","Phoenix","Mama Lola's Tortillas","AZ",5,85040,"LAmerican","32,681",NA
"1262","Phoenix","El Tacazo","AZ",4,85040,"Other","32,681","1"
"1263","Phoenix","Del Taco","AZ",2.4375,85040,"LAmerican","32,681","1"
"1264","Phoenix","Jay's Gyro's","AZ",3.29268292682927,85040,"European","32,681","1"
"1265","Phoenix","Port of Subs","AZ",3.46153846153846,85040,"Other","32,681","1"
"1266","Phoenix","Salsas Y Sombreros","AZ",4.5,85040,"LAmerican","32,681","1"
"1267","Phoenix","Burger King","AZ",3.25,85040,"American","32,681","1"
"1268","Phoenix","Peppersauce Cafe","AZ",4.05555555555556,85040,"Other","32,681","1"
"1269","Phoenix","Taco Bell","AZ",3.83333333333333,85040,"American","32,681","1"
"1270","Phoenix","Whataburger","AZ",2.76,85040,"American","32,681","1"
"1271","Phoenix","George & Dragon II English Restaurant Pub","AZ",2.3,85040,"Other","32,681","2"
"1272","Phoenix","South Bank Grill","AZ",3.7,85040,"European","32,681","1"
"1273","Phoenix","Playas Del Novilleros","AZ",4.125,85042,"Other","50,325","3"
"1274","Phoenix","Subway","AZ",2.66666666666667,85042,"American","50,325",NA
"1275","Phoenix","Little Caesar's Pizza","AZ",1.66666666666667,85042,"European","50,325","1"
"1276","Phoenix","El Mesquite Restaurant","AZ",4.05714285714286,85042,"LAmerican","50,325","1"
"1277","Phoenix","New China","AZ",2.6,85042,"Other","50,325","1"
"1278","Phoenix","Gino's Pizza","AZ",3,85042,"European","50,325","1"
"1279","Phoenix","Sonic Drive-In","AZ",2,85042,"American","50,325","1"
"1280","Phoenix","Turk's Fish and Chips","AZ",1.66666666666667,85042,"Other","50,325","1"
"1281","Phoenix","Burger King","AZ",1.5,85042,"American","50,325","1"
"1282","Phoenix","Poncho's Mexican Food","AZ",3.58227848101266,85042,"LAmerican","50,325","1"
"1283","Phoenix","Canton Wong #8","AZ",3.38235294117647,85042,"Asian","50,325","1"
"1284","Phoenix","Farm At South Mountain","AZ",4.125,85042,"Other","50,325","2"
"1285","Phoenix","La Olmeca Restaurant","AZ",2.71428571428571,85042,"LAmerican","50,325","1"
"1286","Phoenix","Taco Bell","AZ",2.5,85042,"American","50,325","1"
"1287","Phoenix","Sergio El Pollo Feliz","AZ",4,85042,"Other","50,325",NA
"1288","Phoenix","China Restaurant","AZ",3.9,85042,"Asian","50,325","1"
"1289","Phoenix","Jack-In-the Box","AZ",1.5,85042,"American","50,325","1"
"1290","Phoenix","Abacus Inn Chinese Restaurant","AZ",3.23076923076923,85044,"Asian","72,699","2"
"1291","Phoenix","Chuy's Mesquite Broiler","AZ",2.6,85044,"LAmerican","72,699","1"
"1292","Phoenix","Native Grill & Wings","AZ",2.85526315789474,85044,"Other","72,699","2"
"1293","Phoenix","Pizza Hut","AZ",3,85044,"European","72,699","2"
"1294","Phoenix","McDonald's","AZ",3,85044,"American","72,699","1"
"1295","Phoenix","Jack-In-the Box Drive Thru","AZ",2,85044,"American","72,699","1"
"1296","Phoenix","Subway","AZ",4.4,85044,"American","72,699","1"
"1297","Phoenix","Sakana Sushi & Grill","AZ",3.78599221789883,85044,"Asian","72,699","2"
"1298","Phoenix","Chuck E Cheese's Pizza","AZ",3,85044,"European","72,699","2"
"1299","Phoenix","IHOP","AZ",3.02631578947368,85044,"Other","72,699","1"
"1300","Phoenix","Rock Bottom Restaurant & Brewery","AZ",2.62790697674419,85044,"Other","72,699","2"
"1301","Phoenix","The Nosh Cafe","AZ",4.36585365853659,85044,"Other","72,699","1"
"1302","Phoenix","Dairy Queen","AZ",3.44444444444444,85044,"American","72,699","1"
"1303","Phoenix","Macayo's Mexican Restaurants","AZ",3.01282051282051,85044,"LAmerican","72,699","2"
"1304","Phoenix","Panda Garden","AZ",3.8135593220339,85044,"Asian","72,699","1"
"1305","Ahwatukee","My Wine Cellar","AZ",4.06201550387597,85044,"Other","72,699","2"
"1306","Phoenix","Baja Fresh Mexican Grill Mexican Grill","AZ",1.83333333333333,85044,"LAmerican","72,699","1"
"1307","Phoenix","The Melting Pot","AZ",3.51851851851852,85044,"Other","72,699","3"
"1308","Phoenix","Keegan's Grill & Taproom Foothills","AZ",3.5360824742268,85044,"Other","72,699","2"
"1309","Phoenix","Mimi's Cafe","AZ",2.8780487804878,85044,"Other","72,699","2"
"1310","Phoenix","Einstein Bros Bagels","AZ",3.77777777777778,85044,"Other","72,699","1"
"1311","Phoenix","On The Border Mexican Grill & Cantina","AZ",3.05882352941176,85044,"LAmerican","72,699","2"
"1312","Phoenix","Romano's Macaroni Grill","AZ",3.375,85044,"European","72,699","2"
"1313","Phoenix","Sweet Tomatoes","AZ",3.59016393442623,85044,"Other","72,699","2"
"1314","Phoenix","Los Taquitos","AZ",4.04978354978355,85044,"LAmerican","72,699","1"
"1315","Phoenix","Niro's Gyros","AZ",3.83870967741935,85044,"European","72,699","1"
"1316","Phoenix","Taco Bell","AZ",2.66666666666667,85044,"American","72,699","1"
"1317","Phoenix","Sub Factory","AZ",2.75,85044,"Other","72,699","1"
"1318","Phoenix","Cactus Jack's Bar & Grill","AZ",3.29411764705882,85044,"Other","72,699","1"
"1319","Phoenix","Ruffino Italian Cuisine","AZ",3.90909090909091,85044,"European","72,699","3"
"1320","Phoenix","Wendy's","AZ",2.875,85044,"American","72,699","1"
"1321","Phoenix","Nellos Pizza","AZ",4.125,85044,"European","72,699","2"
"1322","Phoenix","Boston Market","AZ",3.21428571428571,85044,"Other","72,699","1"
"1323","Phoenix","Domino's Pizza","AZ",3.8,85044,"European","72,699","1"
"1324","Phoenix","RA Sushi Bar Restaurant","AZ",3.27472527472527,85044,"Asian","72,699","2"
"1325","Phoenix","Savor Flavor Asia","AZ",3.56842105263158,85044,"Asian","72,699","1"
"1326","Phoenix","Rubio's Fresh Mexican Grill","AZ",3.5609756097561,85044,"LAmerican","72,699","1"
"1327","Phoenix","Rustler's Rooste","AZ",3.00459770114943,85044,"Other","72,699","2"
"1328","Phoenix","Quiznos","AZ",4,85048,"American","98,126","1"
"1329","Phoenix","Auslers Grill","AZ",5,85048,"Other","98,126","2"
"1330","Phoenix","Subway","AZ",1.83333333333333,85048,"American","98,126","1"
"1331","Phoenix","Domino's Pizza","AZ",3.77777777777778,85048,"European","98,126","1"
"1332","Phoenix","McDonald's","AZ",2.875,85048,"American","98,126","1"
"1333","Phoenix","Beijing Beijing","AZ",2.33333333333333,85048,"Asian","98,126","2"
"1334","Phoenix","Hooters","AZ",2.4,85048,"Other","98,126","2"
"1335","Phoenix","Waffle House","AZ",3.85,85048,"Other","98,126","1"
"1336","Phoenix","Thai Basil","AZ",3.46913580246914,85048,"Asian","98,126","2"
"1337","Phoenix","Sonic","AZ",3.27272727272727,85048,"American","98,126","1"
"1338","Phoenix","Applebee's Neighborhood Grill & Bar","AZ",1.33333333333333,85048,"Other","98,126","2"
"1339","Phoenix","KFC","AZ",2.25,85044,"American","72,699","1"
"1340","Phoenix","Star of India","AZ",4.04672897196262,85048,"Asian","98,126","2"
"1341","Phoenix","Rosati's Pizza","AZ",3.11111111111111,85048,"European","98,126","2"
"1342","Phoenix","Capriotti's Sandwich Shop","AZ",3.68067226890756,85048,"Other","98,126","1"
"1343","Phoenix","Carl's Jr","AZ",2.71428571428571,85048,"American","98,126","1"
"1344","Phoenix","Mr Chao's Asian Bistro","AZ",3.88888888888889,85048,"Asian","98,126","2"
"1345","Phoenix","Taco Bell","AZ",3,85048,"American","98,126","1"
"1346","Phoenix","Arrivederci","AZ",3.41573033707865,85048,"European","98,126","2"
"1347","Phoenix","Hong Kong Gourmet Buffet","AZ",3.50793650793651,85048,"Asian","98,126","2"
"1348","Phoenix","Del Taco","AZ",2.94736842105263,85048,"LAmerican","98,126","1"
"1349","Phoenix","Bell' Italia Pizzeria","AZ",4.28205128205128,85048,"European","98,126","2"
"1350","Phoenix","Cracker Barrel Old Country Store","AZ",3.6078431372549,85048,"Other","98,126","1"
"1351","Phoenix","Malee's Thai Bistro","AZ",3.38461538461538,85050,"Asian","77,981","2"
"1352","Pheonix","Fatburger","AZ",2.83333333333333,85050,"American","77,981","2"
"1353","Phoenix","California Pizza Kitchen","AZ",3.47142857142857,85050,"European","77,981","2"
"1354","Phoenix","Rubio's","AZ",3.41666666666667,85050,"LAmerican","77,981","1"
"1355","Phoenix","Port of Subs and Smoothie King","AZ",2.11764705882353,85050,"Other","77,981","1"
"1356","Phoenix","Panda Express","AZ",3.25,85050,"Asian","77,981","1"
"1357","Phoenix","Paradise Bakery","AZ",2.97368421052632,85050,"Other","77,981","1"
"1358","Phoenix","Islands Restaurant","AZ",3.81176470588235,85050,"American","77,981","2"
"1359","Phoenix","Rock Bottom Restaurant & Brewery","AZ",3.23943661971831,85050,"Other","77,981","2"
"1360","Phoenix","TGI Friday's","AZ",2.65217391304348,85050,"Other","77,981","2"
"1361","Phoenix","Romano's Macaroni Grill","AZ",2.52112676056338,85050,"European","77,981","2"
"1362","Phoenix","In-N-Out Burger","AZ",3.95945945945946,85050,"American","77,981","1"
"1363","Phoenix","Einstein Bros Bagels","AZ",2.65714285714286,85050,"Other","77,981","1"
"1364","Phoenix","Fast Eddie's Diner","AZ",3.36206896551724,85051,"American","44,120","1"
"1365","Phoenix","Lucky's Pizza","AZ",3.33333333333333,85050,"European","77,981","1"
"1366","Phoenix","Marcel's Bar & Grill","AZ",3.09090909090909,85050,"Other","77,981","1"
"1367","Phoenix","Burger King","AZ",2.16666666666667,85050,"American","77,981","1"
"1368","Phoenix","Roy's Restaurant","AZ",3.82122905027933,85054,"Other","63,451","3"
"1369","Phoenix","Extreme Pita","AZ",3.95652173913043,85054,"European","63,451","1"
"1370","Phoenix","Elephant Bar Restaurant","AZ",3.57647058823529,85054,"Other","63,451","2"
"1371","Phoenix","Tea Light Cafe","AZ",4.04306220095694,85054,"Asian","63,451","1"
"1372","Phoenix","Subway","AZ",2.25,85086,"American","87,537","1"
"1373","Phoenix","McDonald's","AZ",2.22222222222222,85086,"American","87,537","1"
"1374","Phoenix","Pioneer Restaurant","AZ",4,85086,"American","87,537","2"
"1375","Anthem","Shanghai Club","AZ",3.59459459459459,85086,"Asian","87,537","2"
"1376","Phoenix","Villa Pizza","AZ",1.25,85086,"European","87,537",NA
"1377","Anthem","Subway","AZ",3.25,85086,"American","87,537","1"
"1378","Phoenix","Domino's Pizza","AZ",3.5,85086,"European","87,537",NA
"1379","Anthem","McDonald's","AZ",1.5,85086,"American","87,537",NA
"1380","Anthem","Rays Pizza","AZ",3.52631578947368,85086,"European","87,537","1"
"1381","Anthem","Pizza Hut","AZ",2.33333333333333,85086,"European","87,537","1"
"1382","Anthem","Pinata Nueva","AZ",2.33333333333333,85086,"Other","87,537","1"
"1383","Anthem","Hungry Howie's Pizza","AZ",2.5,85086,"European","87,537","1"
"1384","Phoenix","Legends Bar & Grill","AZ",2.86363636363636,85086,"Other","87,537","2"
"1385","Mesa","Buono's Pizza","AZ",3.31632653061224,85202,"European","45,509","1"
"1386","Mesa","Copper Kettle-Salads Balti & Taandoori Grill","AZ",3.58064516129032,85202,"Asian","45,509","2"
"1387","Mesa","Native Grill & Wings","AZ",3.07272727272727,85202,"Other","45,509","2"
"1388","Mesa","Dragonfly Vietnamese Kitchen","AZ",3.61764705882353,85202,"Asian","45,509","1"
"1389","Mesa","Sonic Drive-In","AZ",1.875,85202,"American","45,509","1"
"1390","Mesa","Teriyaki Kitchen","AZ",4.24444444444444,85202,"Asian","45,509","1"
"1391","Mesa","Jalisience Mexican Food","AZ",3.16666666666667,85202,"LAmerican","45,509","2"
"1392","Mesa","Whataburger","AZ",3.42307692307692,85202,"American","45,509","1"
"1393","Mesa","Souper Salad","AZ",2.75,85202,"Other","45,509","1"
"1394","Mesa","Cheba Hut","AZ",4.40860215053763,85202,"Other","45,509","1"
"1395","Mesa","Best Hong Kong Dining","AZ",3.63291139240506,85202,"Asian","45,509","2"
"1396","Mesa","Toh Zan Nagasaki Grill","AZ",4.11016949152542,85202,"Asian","45,509","2"
"1397","Mesa","Hodori Restaurant","AZ",3.75,85202,"Asian","45,509","2"
"1398","Mesa","Abbey Gardens","AZ",3,85202,"Other","45,509",NA
"1399","Mesa","Popeye's Chicken & Biscuits","AZ",2.92307692307692,85202,"American","45,509","1"
"1400","Mesa","Serrano's Mexican Restaurant","AZ",3.63157894736842,85202,"LAmerican","45,509","2"
"1401","Mesa","China Express","AZ",5,85202,"Asian","45,509","1"
"1402","Mesa","Hollywood Alley","AZ",3.90566037735849,85202,"European","45,509","1"
"1403","Mesa","Tutti Santi Ristorante Italiano","AZ",3.72222222222222,85202,"European","45,509","3"
"1404","Mesa","The Good Egg - Dobson","AZ",3.88785046728972,85202,"Other","45,509","2"
"1405","Mesa","Hungry Howie's Pizza","AZ",2.64285714285714,85202,"European","45,509","1"
"1406","Mesa","Szechuan Express","AZ",3.66666666666667,85202,"Asian","45,509","1"
"1407","Mesa","Sarku Japan","AZ",4,85202,"Asian","45,509","1"
"1408","Mesa","Village Inn","AZ",3.16326530612245,85202,"Other","45,509","1"
"1409","Mesa","Golden Canyon Oriental","AZ",3.5,85202,"Asian","45,509","1"
"1410","Mesa","Dobson's Restaurant","AZ",4.4,85202,"Other","45,509","2"
"1411","Mesa","Jack in the Box","AZ",2.27272727272727,85202,"American","45,509","1"
"1412","Mesa","Coco's Bakery & Restaurant","AZ",2.77777777777778,85202,"Other","45,509","2"
"1413","Mesa","Olive Garden Italian Restaurant","AZ",2.86274509803922,85202,"European","45,509","2"
"1414","Mesa","Princess Market","AZ",4.44642857142857,85202,"MiddleEastern","45,509","1"
"1415","Mesa","Golden Gate Chinese Restaurant","AZ",4.07079646017699,85202,"Asian","45,509","2"
"1416","Mesa","Rosita's Fine Mexican Food","AZ",3.57971014492754,85202,"LAmerican","45,509","2"
"1417","Mesa","Happy Food Restaurant","AZ",3,85202,"Other","45,509","1"
"1418","Mesa","Ub's Restaurant & Bar","AZ",3,85202,"Other","45,509",NA
"1419","Mesa","Carl's Jr.","AZ",2.7,85202,"American","45,509","1"
"1420","Mesa","Jack in the Box","AZ",3,85204,"American","45,808","1"
"1421","Mesa","Sonic","AZ",1.5,85204,"American","45,808","1"
"1422","Mesa","Pizza Hut","AZ",2.14285714285714,85204,"European","45,808","2"
"1423","Mesa","Ah-So Japanese Restaurant","AZ",3.35555555555556,85204,"Asian","45,808","2"
"1424","Mesa","Nielsen's Frozen Custard","AZ",3.15909090909091,85204,"American","45,808","1"
"1425","Mesa","Julio's Too Mexican Food","AZ",3.04761904761905,85204,"LAmerican","45,808","1"
"1426","Mesa","McGrath's Fish House","AZ",2.25,85204,"Other","45,808","2"
"1427","Mesa","Souper Salad","AZ",1.33333333333333,85204,"Other","45,808","1"
"1428","Mesa","Buca di Beppo Italian Restaurant","AZ",2.74074074074074,85204,"European","45,808","2"
"1429","Mesa","Texas Roadhouse","AZ",3.54014598540146,85204,"Other","45,808","2"
"1430","Mesa","New China Buffet","AZ",1.27272727272727,85204,"Asian","45,808","1"
"1431","Mesa","Einstein Bros","AZ",2.20833333333333,85204,"Other","45,808","1"
"1432","Mesa","Old Country Buffet","AZ",2.42857142857143,85204,"Other","45,808","2"
"1433","Mesa","Applebee's","AZ",2.70731707317073,85204,"Other","45,808","2"
"1434","Mesa","Yoko Fast Food","AZ",4.19230769230769,85204,"Asian","45,808","1"
"1435","Mesa","Charley's Steakery","AZ",3,85204,"American","45,808","1"
"1436","Mesa","Egg & I Cafe","AZ",1.83333333333333,85204,"Other","45,808","2"
"1437","Mesa","Sekai Sushi","AZ",4,85204,"Asian","45,808","2"
"1438","Mesa","Baja Fresh Mexican Grill","AZ",3.07692307692308,85204,"LAmerican","45,808","1"
"1439","Mesa","Romano's Macaroni Grill","AZ",2.44642857142857,85204,"European","45,808","2"
"1440","Mesa","Panda Express","AZ",2.45454545454545,85204,"Other","45,808","1"
"1441","Mesa","Uno Chicago Grill","AZ",4,85204,"European","45,808",NA
"1442","Mesa","The Seafood Market","AZ",3.5,85204,"Other","45,808",NA
"1443","Mesa","Chili's Grill & Bar","AZ",2.73684210526316,85204,"Other","45,808","2"
"1444","Mesa","Rubio's","AZ",4,85204,"LAmerican","45,808","1"
"1445","Mesa","On the Border Mexican Grill & Cantina","AZ",2.375,85204,"LAmerican","45,808","2"
"1446","Mesa","Charleston's","AZ",3.91111111111111,85204,"Other","45,808","2"
"1447","Mesa","Wing's Express","AZ",4.13793103448276,85204,"Other","45,808","1"
"1448","Mesa","Little Caesars Pizza","AZ",3.16666666666667,85204,"European","45,808","1"
"1449","Mesa","Taquitos Jalisco","AZ",4.26666666666667,85204,"LAmerican","45,808","1"
"1450","Mesa","Giant Hamburgers","AZ",4.34104046242775,85204,"American","45,808","1"
"1451","Mesa","Organ Stop Pizza","AZ",3.6953642384106,85204,"European","45,808","2"
"1452","Mesa","Whataburger","AZ",2.875,85204,"American","45,808","1"
"1453","Mesa","Native Grill & Wings","AZ",2.56666666666667,85204,"Other","45,808","2"
"1454","Mesa","Peter Piper Pizza","AZ",4,85204,"European","45,808","2"
"1455","Mesa","Red Robin Gourmet Burgers","AZ",2.7719298245614,85206,"American","49,456","2"
"1456","Mesa","Filiberto's Mexican Food","AZ",2.5,85204,"LAmerican","45,808","1"
"1457","Mesa","Ned's Krazy Sub","AZ",3.78048780487805,85204,"Other","45,808","1"
"1458","Mesa","Burger King","AZ",1.5,85204,"American","45,808","1"
"1459","Mesa","Domino's Pizza","AZ",1.875,85204,"European","45,808","1"
"1460","Mesa","Big Bowl Restaurant","AZ",3.76923076923077,85204,"American","45,808","1"
"1461","Mesa","Streets of New York","AZ",1.33333333333333,85206,"European","49,456","2"
"1462","Mesa","Fuddruckers","AZ",3.94,85206,"American","49,456","2"
"1463","Mesa","Hooters","AZ",2.55555555555556,85206,"American","49,456","2"
"1464","Mesa","5 & Diner","AZ",2.34285714285714,85206,"Other","49,456","2"
"1465","Mesa","Ruby Tuesday","AZ",3.7,85206,"Other","49,456","2"
"1466","Mesa","On The Border Mexican Grill & Cantina","AZ",2.93975903614458,85206,"LAmerican","49,456","2"
"1467","Mesa","Olive Garden Italian Restaurant","AZ",3.04166666666667,85206,"European","49,456","2"
"1468","Mesa","McDonald's","AZ",2.22222222222222,85206,"American","49,456","1"
"1469","Mesa","Denny's","AZ",3.21052631578947,85206,"Other","49,456","1"
"1470","Mesa","Long John Silver's Seafood Shoppes","AZ",3,85206,"Other","49,456","1"
"1471","Mesa","Chili's","AZ",2.96153846153846,85206,"Other","49,456","2"
"1472","Mesa","Mokis Hawaiian Grill","AZ",3.3304347826087,85206,"American","49,456","1"
"1473","Mesa","Xaviers Casa Reynoso","AZ",4.09523809523809,85206,"LAmerican","49,456","1"
"1474","Mesa","Panda Express","AZ",2.25,85206,"Asian","49,456","1"
"1475","Mesa","Rockin'r Ranch","AZ",2.94117647058824,85206,"Other","49,456","3"
"1476","Mesa","Quiznos","AZ",3.63636363636364,85206,"American","49,456","1"
"1477","Mesa","Annabelle's Dining & Lounge","AZ",2.125,85206,"Other","49,456","3"
"1478","Mesa","Coco's Family Restaurant","AZ",2.4,85206,"Other","49,456","2"
"1479","Mesa","Serrano's","AZ",3.17741935483871,85206,"LAmerican","49,456","2"
"1480","Mesa","Chick-fil-A","AZ",4.5,85206,"American","49,456","1"
"1481","Mesa","Taco Bell","AZ",3.75,85206,"American","49,456","2"
"1482","Mesa","Sbarro Italian Eatery","AZ",3.33333333333333,85206,"European","49,456","1"
"1483","Mesa","Pizza Hut","AZ",1.8,85206,"European","49,456",NA
"1484","Mesa","Old Country Buffet","AZ",3.16,85206,"Other","49,456","2"
"1485","Mesa","Dairy Queen","AZ",3.25,85206,"American","49,456","1"
"1486","Mesa","Jack In the Box","AZ",2.28571428571429,85208,"Other","48,190","1"
"1487","Mesa","Barro's Pizza","AZ",4.66666666666667,85201,"European","40,225",NA
"1488","Mesa","Chuck E Cheese's","AZ",2.47826086956522,85209,"European","58,669","2"
"1489","Mesa","Outback Steakhouse","AZ",2.87037037037037,85208,"Other","48,190","2"
"1490","Mesa","Carrabba's Italian Grill","AZ",3.96610169491525,85209,"European","58,669","2"
"1491","Mesa","Wendy's","AZ",2.5,85209,"American","58,669","2"
"1492","Mesa","Black Angus Steakhouse","AZ",2.69230769230769,85209,"Other","58,669","2"
"1493","Mesa","Souper Salad","AZ",2.60869565217391,85209,"Other","58,669","1"
"1494","Mesa","Burger King","AZ",2,85209,"Other","58,669","1"
"1495","Mesa","Sonic of Mesa #2","AZ",2.75,85209,"Other","58,669","1"
"1496","Mesa","Domino's Pizza","AZ",3.5,85209,"European","58,669","1"
"1497","Mesa","Arby's","AZ",4.5,85208,"American","48,190",NA
"1498","Mesa","Arby's","AZ",3,85210,"American","44,428","1"
"1499","Mesa","Taco Bell","AZ",2.33333333333333,85210,"American","44,428","1"
"1500","Mesa","Restaurant Sinaloa","AZ",3.67857142857143,85210,"LAmerican","44,428","2"
"1501","Mesa","Tom's BBQ","AZ",3.5,85210,"Other","44,428","1"
"1502","Mesa","Subway","AZ",1.5,85210,"American","44,428","2"
"1503","Mesa","McDonald's","AZ",2.66666666666667,85210,"American","44,428","1"
"1504","Mesa","Red Lobster","AZ",3.4468085106383,85210,"Other","44,428","2"
"1505","Mesa","Little Caesars Pizza","AZ",3.16666666666667,85210,"European","44,428","1"
"1506","Mesa","Sonic Drive-In","AZ",3,85210,"American","44,428","1"
"1507","Mesa","Rincon Peruano Peruvian Restaurant","AZ",3,85210,"LAmerican","44,428","2"
"1508","Mesa","Church's Chicken","AZ",2.77777777777778,85210,"Other","44,428","1"
"1509","Mesa","El Pollo Loco","AZ",3,85210,"American","44,428","1"
"1510","Mesa","Micky's Hot Dogs","AZ",4.11111111111111,85210,"American","44,428","1"
"1511","Mesa","Streets of New York","AZ",3.23404255319149,85210,"European","44,428","2"
"1512","Mesa","Golden Valley Chinese Restaurant","AZ",4.32,85210,"Asian","44,428","1"
"1513","Mesa","Ichi Ban Japanese","AZ",3.34210526315789,85210,"Asian","44,428","2"
"1514","Mesa","Nello's Pizza Mesa","AZ",4.29370629370629,85210,"European","44,428","2"
"1515","Mesa","Dairy Queen","AZ",3.25,85210,"American","44,428","1"
"1516","Mesa","Islands","AZ",3.1,85210,"American","44,428","2"
"1517","Mesa","Waffle House","AZ",3.6,85210,"Other","44,428","1"
"1518","Mesa","Chevys Fresh Mex","AZ",3.4,85210,"LAmerican","44,428","2"
"1519","Mesa","Denny's","AZ",3,85210,"Other","44,428","1"
"1520","Mesa","Mimis Cafe","AZ",3.22727272727273,85210,"Other","44,428","2"
"1521","Mesa","Schlotzsky's","AZ",3.68965517241379,85210,"American","44,428","1"
"1522","Mesa","Phu Thanh","AZ",4.04878048780488,85210,"Asian","44,428","1"
"1523","Mesa","Salads N Such","AZ",2.33333333333333,85210,"Other","44,428","1"
"1524","Mesa","Chuck E Cheese's","AZ",3,85210,"European","44,428","2"
"1525","Mesa","Carl's Jr.","AZ",2.16666666666667,85210,"American","44,428","2"
"1526","Mesa","Pub'n Grub","AZ",4,85210,"Other","44,428","1"
"1527","Mesa","Old Chicago","AZ",3.56,85210,"European","44,428","2"
"1528","Mesa","Steaks R US","AZ",3.6,85210,"American","44,428","2"
"1529","Mesa","Arby's","AZ",2.5,85210,"American","44,428","1"
"1530","Mesa","Domino's Pizza","AZ",2.57142857142857,85210,"European","44,428","1"
"1531","Mesa","Pizza Hut","AZ",2.5,85210,"European","44,428","2"
"1532","Mesa","Barro's Pizza","AZ",3.48571428571429,85210,"European","44,428","1"
"1533","Mesa","Aloha Kitchen","AZ",4.32124352331606,85210,"American","44,428","1"
"1534","Mesa","Crackers & Co Cafe","AZ",4.36643835616438,85210,"Other","44,428","2"
"1535","Mesa","Wings Express","AZ",3.86206896551724,85210,"Other","44,428","1"
"1536","Mesa","Del Taco","AZ",3.72727272727273,85210,"LAmerican","44,428","1"
"1537","Mesa","Salvadoreno Restaurant","AZ",3.82089552238806,85210,"LAmerican","44,428","1"
"1538","Mesa","Petes Fish & Chips","AZ",5,85210,"Other","44,428","1"
"1539","Mesa","China Panda Buffet","AZ",2.66666666666667,85210,"Asian","44,428","1"
"1540","Mesa","Subway","AZ",3.33333333333333,85212,"American","72,658","1"
"1541","Mesa","Chens Chinese Restaurant","AZ",3.2,85209,"Asian","58,669","1"
"1542","Mesa","Flight Deck Cafe","AZ",3.65217391304348,85212,"Other","72,658","1"
"1543","Apache Junction","Los Gringos Locos","AZ",3.45,85120,"LAmerican","38,285","2"
