"","name","city","attributes","stars"," Accepts Credit Cards"," Ambience: romantic"," Attire"," background_music"," breakfast"," brunch"," BYOB"," casual"," Caters"," classy"," Coat Check"," Delivery"," dinner"," divey"," Good For Dancing"," Good For Groups"," Good for Kids"," Good For: dessert"," Happy Hour"," Has TV"," hipster"," intimate"," jukebox"," karaoke"," latenight"," live"," lot"," lunch"," Music: dj"," Noise Level"," Outdoor Seating"," Parking: garage"," Price Range"," Smoking"," street"," Take-out"," Takes Reservations"," touristy"," trendy"," upscale"," valet"," validated"," video"," Waiter Service"," Wheelchair Accessible"," Wi-Fi"
"237","Blue Saguaro Cafe","Phoenix","Accepts Credit Cards: True, Noise Level: quiet, Has TV: False, Outdoor Seating: True, Parking: garage: False, street: False, validated: False, lot: True, valet: False, Wi-Fi: no, Wheelchair Accessible: True, Price Range: 1",3.61538461538462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,"True",NA,NA,"quiet","True","False","1",NA,"False",NA,NA,NA,NA,NA,"False","False",NA,NA,"True","no"
"238","Blueberry Hill Family Restaurant","Las Vegas","Take-out: True, Accepts Credit Cards: True, Price Range: 2, Outdoor Seating: False, Caters: False, Noise Level: average, Parking: garage: False, street: False, validated: False, lot: True, valet: False, Attire: casual, Good For Groups: True, Delivery: False, Order at Counter: True, Has TV: False, Good For: dessert: False, latenight: False, lunch: False, dinner: False, breakfast: True, brunch: False, Takes Reservations: False, Ambience: romantic: False, intimate: False, touristy: False, hipster: False, divey: False, classy: False, trendy: False, upscale: False, casual: True, Waiter Service: True, Wi-Fi: no, Good for Kids: True, Alcohol: none, Wheelchair Accessible: True",3.66538461538462,"True","False","casual",NA,"True","False",NA,"True","False","False",NA,"False","False","False",NA,"True","True","False",NA,"False","False","False",NA,NA,"False",NA,"True","False",NA,"average","False","False","2",NA,"False",NA,"False","False","False","False","False","False",NA,"True","True","no"
"239","Blueberry Hill Restaurant and Lounge","Henderson","Alcohol: full_bar, Noise Level: average, Has TV: True, Attire: casual, Ambience: romantic: False, intimate: False, touristy: False, hipster: False, divey: False, classy: False, trendy: False, upscale: False, casual: True, Good for Kids: True, Price Range: 1, Delivery: False, Caters: False, BYOB: False, Corkage: False, Accepts Credit Cards: True, BYOB/Corkage: yes_free, Take-out: True, Wheelchair Accessible: True, Outdoor Seating: False, Takes Reservations: False, Waiter Service: True, Wi-Fi: no, Order at Counter: True, Good For: dessert: False, latenight: False, lunch: False, dinner: False, breakfast: True, brunch: False, Parking: garage: False, street: False, validated: False, lot: True, valet: False, Good For Groups: True",3.16455696202532,"True","False","casual",NA,"True","False","False","True","False","False",NA,"False","False","False",NA,"True","True","False",NA,"True","False","False",NA,NA,"False",NA,"True","False",NA,"average","False","False","1",NA,"False","True","False","False","False","False","False","False",NA,"True","True","no"
"240","Bluephies","Madison","Alcohol: full_bar, Noise Level: average, Has TV: False, Attire: casual, Ambience: romantic: False, intimate: False, touristy: False, hipster: False, divey: False, classy: False, trendy: False, upscale: False, casual: True, Good for Kids: True, Price Range: 2, Delivery: False, Caters: True, BYOB: False, Corkage: True, Accepts Credit Cards: True, BYOB/Corkage: yes_corkage, Take-out: True, Wheelchair Accessible: True, Outdoor Seating: False, Takes Reservations: True, Waiter Service: True, Wi-Fi: free, Good For: dessert: False, latenight: False, lunch: False, dinner: False, brunch: True, breakfast: False, Parking: garage: False, street: False, validated: False, lot: True, valet: False, Good For Groups: True",3.49753694581281,"True","False","casual",NA,"False","True","False","True","True","False",NA,"False","False","False",NA,"True","True","False",NA,"False","False","False",NA,NA,"False",NA,"True","False",NA,"average","False","False","2",NA,"False","True","True","False","False","False","False","False",NA,"True","True","free"
"241","Bob's East Side Deli","Las Vegas","Take-out: True, Accepts Credit Cards: True, Price Range: 1, Outdoor Seating: False, Caters: True, Noise Level: average, Parking: garage: False, street: False, validated: False, lot: True, valet: False, Good For Groups: True, Delivery: True, Attire: casual, Has TV: True, Good For: dessert: False, latenight: False, lunch: False, dinner: False, brunch: False, breakfast: True, Takes Reservations: False, Ambience: romantic: False, intimate: False, touristy: False, hipster: False, divey: False, classy: False, trendy: False, upscale: False, casual: True, Waiter Service: False, Wi-Fi: no, Good for Kids: True, Alcohol: none, Wheelchair Accessible: True",4.07407407407407,"True","False","casual",NA,"True","False",NA,"True","True","False",NA,"True","False","False",NA,"True","True","False",NA,"True","False","False",NA,NA,"False",NA,"True","False",NA,"average","False","False","1",NA,"False",NA,"False","False","False","False","False","False",NA,"False","True","no"
"242","Bob Evans","Champaign","Take-out: True, Accepts Credit Cards: True, Price Range: 1, Outdoor Seating: False, Noise Level: average, Parking: garage: False, street: False, validated: False, lot: False, valet: False, Good For Groups: True, Delivery: False, Attire: casual, Has TV: False, Good For: dessert: False, latenight: False, lunch: False, dinner: False, breakfast: True, brunch: False, Takes Reservations: False, Ambience: romantic: False, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: False, Waiter Service: True, Wi-Fi: free, Good for Kids: True, Alcohol: none, Wheelchair Accessible: True",2.87096774193548,"True","False","casual",NA,"True","False",NA,"False",NA,"False",NA,"False","False","False",NA,"True","True","False",NA,"False","False","False",NA,NA,"False",NA,"False","False",NA,"average","False","False","1",NA,"False",NA,"False","False","False","False","False","False",NA,"True","True","free"
"243","Bob Taylor's Ranch House","Las Vegas","Take-out: True, Accepts Credit Cards: True, Price Range: 3, Outdoor Seating: False, Caters: False, Noise Level: average, Parking: garage: False, street: False, validated: False, lot: True, valet: False, Good For Groups: True, Delivery: False, Attire: casual, Has TV: True, Good For: dessert: False, latenight: False, lunch: False, dinner: True, breakfast: False, brunch: False, Takes Reservations: True, Ambience: romantic: False, intimate: False, touristy: False, hipster: False, divey: False, classy: False, trendy: False, upscale: False, casual: True, Waiter Service: True, Wi-Fi: no, Good for Kids: True, Alcohol: full_bar, Wheelchair Accessible: True",3.54922279792746,"True","False","casual",NA,"False","False",NA,"True","False","False",NA,"False","True","False",NA,"True","True","False",NA,"True","False","False",NA,NA,"False",NA,"True","False",NA,"average","False","False","3",NA,"False",NA,"True","False","False","False","False","False",NA,"True","True","no"
"244","Bobby's Lounge","Pittsburgh","Take-out: True, Delivery: False, Outdoor Seating: False, Takes Reservations: False, Ambience: romantic: False, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: False, Accepts Credit Cards: True, Good for Kids: False",3,"True","False",NA,NA,NA,NA,NA,"False",NA,"False",NA,"False",NA,"False",NA,NA,"False",NA,NA,NA,"False","False",NA,NA,NA,NA,NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,"False","False","False","False",NA,NA,NA,NA,NA,NA
"245","Bobby C's Bar & Lounge","Phoenix","Alcohol: full_bar, Noise Level: loud, Music: dj: True, live: True, video: False, jukebox: False, Attire: casual, Ambience: romantic: False, intimate: False, touristy: False, hipster: False, divey: False, classy: False, trendy: False, upscale: False, casual: False, Good for Kids: False, Price Range: 2, Good For Dancing: True, Delivery: False, Coat Check: False, Smoking: no, Accepts Credit Cards: True, Take-out: True, Happy Hour: True, Wheelchair Accessible: True, Outdoor Seating: False, Takes Reservations: False, Waiter Service: True, Caters: True, Good For: dessert: False, latenight: True, lunch: False, dinner: True, breakfast: False, brunch: False, Parking: garage: False, street: False, validated: False, lot: True, valet: False, Good For Groups: True",3.59090909090909,"True","False","casual",NA,"False","False",NA,"False","True","False","False","False","True","False","True","True","False","False","True",NA,"False","False","False",NA,"True","True","True","False","True","loud","False","False","2","no","False","True","False","False","False","False","False","False","False","True","True",NA
"246","Bobby D's Restaurant & Lounge","Phoenix","Alcohol: full_bar, Noise Level: quiet, Has TV: True, Attire: casual, Ambience: romantic: False, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: False, Good for Kids: False, Price Range: 1, Good For Dancing: False, Delivery: False, Coat Check: False, Smoking: outdoor, Accepts Credit Cards: True, Take-out: True, Happy Hour: True, Wheelchair Accessible: True, Outdoor Seating: False, Takes Reservations: False, Waiter Service: True, Wi-Fi: free, Good For: dessert: False, latenight: False, lunch: False, dinner: True, brunch: False, breakfast: False, Parking: garage: False, street: False, validated: False, lot: True, valet: False, Music: dj: False, live: False, video: False, jukebox: True, Good For Groups: True",4.125,"True","False","casual",NA,"False","False",NA,"False",NA,"False","False","False","True","False","False","True","False","False","True","True","False","False","True",NA,"False","False","True","False","False","quiet","False","False","1","outdoor","False","True","False","False","False","False","False","False","False","True","True","free"
"247","Bodrick's Bar-B-Q Rib Tips","Charlotte","Take-out: True, Accepts Credit Cards: True, Price Range: 1, Outdoor Seating: False, Caters: True, Noise Level: average, Parking: garage: False, street: False, validated: False, lot: False, valet: False, Delivery: True, Attire: casual, Has TV: True, Good For: dessert: False, latenight: False, lunch: False, dinner: False, breakfast: False, brunch: False, Takes Reservations: False, Ambience: romantic: False, intimate: False, touristy: False, hipster: False, divey: False, classy: False, trendy: False, casual: False, Waiter Service: False, Wi-Fi: no, Good for Kids: True, Alcohol: beer_and_wine, Wheelchair Accessible: True",3.33333333333333,"True","False","casual",NA,"False","False",NA,"False","True","False",NA,"True","False","False",NA,NA,"True","False",NA,"True","False","False",NA,NA,"False",NA,"False","False",NA,"average","False","False","1",NA,"False",NA,"False","False","False",NA,"False","False",NA,"False","True","no"
"248","Bojangles","Charlotte","Take-out: True, Price Range: 1, Outdoor Seating: False, Caters: False, Noise Level: loud, Parking: garage: False, street: False, validated: False, lot: False, valet: False, Delivery: False, Attire: casual, Has TV: False, Good For: dessert: False, latenight: False, lunch: False, dinner: False, brunch: False, breakfast: False, Takes Reservations: False, Ambience: romantic: False, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: False, Waiter Service: False, Wi-Fi: no, Good for Kids: True, Good For Groups: True, Alcohol: none",3.14285714285714,NA,"False","casual",NA,"False","False",NA,"False","False","False",NA,"False","False","False",NA,"True","True","False",NA,"False","False","False",NA,NA,"False",NA,"False","False",NA,"loud","False","False","1",NA,"False",NA,"False","False","False","False","False","False",NA,"False",NA,"no"
"249","Bojangles'","Charlotte","Take-out: True, Accepts Credit Cards: True, Drive-Thr: True, Outdoor Seating: False, Price Range: 1, Noise Level: average, Parking: garage: False, street: False, validated: False, lot: False, valet: False, Delivery: False, Has TV: True, Good For: dessert: False, latenight: False, lunch: False, dinner: False, brunch: False, breakfast: True, Takes Reservations: False, Attire: casual, Waiter Service: False, Wi-Fi: no, Good for Kids: True, Good For Groups: False, Alcohol: none",3,"True",NA,"casual",NA,"True","False",NA,NA,NA,NA,NA,"False","False",NA,NA,"False","True","False",NA,"True",NA,NA,NA,NA,"False",NA,"False","False",NA,"average","False","False","1",NA,"False",NA,"False",NA,NA,NA,"False","False",NA,"False",NA,"no"
"250","Bojangles' Famous Chicken 'n Biscuits","Charlotte","",2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","Bojangles'famous Chicken'n Biscuits","Charlotte","Take-out: True, Accepts Credit Cards: True, Alcohol: none, Caters: False, Attire: casual, Delivery: False, Good For: dessert: False, latenight: False, lunch: False, dinner: False, brunch: False, breakfast: False, Takes Reservations: False, Waiter Service: False, Wi-Fi: free, Good for Kids: True, Good For Groups: True, Price Range: 1",2.20833333333333,"True",NA,"casual",NA,"False","False",NA,NA,"False",NA,NA,"False","False",NA,NA,"True","True","False",NA,NA,NA,NA,NA,NA,"False",NA,NA,"False",NA,NA,NA,NA,"1",NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,"False",NA,"free"
"252","Bojangles Famous Chicken N'biscuits","Matthews","Take-out: True, Price Range: 1, Outdoor Seating: False, Caters: False, Noise Level: average, Attire: casual, Delivery: False, Has TV: False, Good For: dessert: False, latenight: False, lunch: False, dinner: False, breakfast: False, brunch: False, Takes Reservations: False, Ambience: romantic: False, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: False, Waiter Service: False, Accepts Credit Cards: True, Good for Kids: True, Good For Groups: True, Alcohol: none",3.55555555555556,"True","False","casual",NA,"False","False",NA,"False","False","False",NA,"False","False","False",NA,"True","True","False",NA,"False","False","False",NA,NA,"False",NA,NA,"False",NA,"average","False",NA,"1",NA,NA,NA,"False","False","False","False",NA,NA,NA,"False",NA,NA
"253","Bojangles Famous Chicken N Biscuits'","Charlotte","Take-out: True, Accepts Credit Cards: True, Drive-Thr: True, Outdoor Seating: False, Caters: True, Noise Level: average, Parking: garage: False, street: False, validated: False, lot: True, valet: False, Good For Groups: True, Delivery: False, Attire: casual, Has TV: False, Price Range: 1, Good For: dessert: False, latenight: False, lunch: False, dinner: False, breakfast: True, brunch: False, Takes Reservations: False, Ambience: romantic: False, intimate: False, classy: False, hipster: True, divey: False, touristy: False, trendy: False, upscale: False, casual: False, Waiter Service: False, Wi-Fi: no, Good for Kids: True, Alcohol: none, Wheelchair Accessible: True",3.89473684210526,"True","False","casual",NA,"True","False",NA,"False","True","False",NA,"False","False","False",NA,"True","True","False",NA,"False","True","False",NA,NA,"False",NA,"True","False",NA,"average","False","False","1",NA,"False",NA,"False","False","False","False","False","False",NA,"False","True","no"
"254","Bojangles Restaurant","Belmont","Take-out: True, Drive-Thr: True, Outdoor Seating: False, Attire: casual, Delivery: False, Has TV: False, Good For: dessert: False, latenight: False, lunch: False, dinner: False, brunch: False, breakfast: False, Takes Reservations: False, Accepts Credit Cards: True, Good for Kids: True, Good For Groups: True, Price Range: 2",3.07407407407407,"True",NA,"casual",NA,"False","False",NA,NA,NA,NA,NA,"False","False",NA,NA,"True","True","False",NA,"False",NA,NA,NA,NA,"False",NA,NA,"False",NA,NA,"False",NA,"2",NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","Bola Thai","Gilbert","Take-out: True, Attire: casual, Waiter Service: True, Accepts Credit Cards: True, Good For Groups: False, Price Range: 1",3,"True",NA,"casual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA
"256","Bombay Cuisine","Charlotte","Take-out: True, Price Range: 2, Good For: dessert: False, latenight: False, lunch: True, dinner: True, breakfast: False, brunch: False, Takes Reservations: False, Outdoor Seating: False, Parking: garage: False, street: False, validated: False, lot: False, valet: False, Attire: casual, Waiter Service: True, Accepts Credit Cards: True, Good for Kids: True, Good For Groups: True, Wheelchair Accessible: True",3.625,"True",NA,"casual",NA,"False","False",NA,NA,NA,NA,NA,NA,"True",NA,NA,"True","True","False",NA,NA,NA,NA,NA,NA,"False",NA,"False","True",NA,NA,"False","False","2",NA,"False",NA,"False",NA,NA,NA,"False","False",NA,"True","True",NA
"257","Bombay Grille","Charlotte","Take-out: True, Accepts Credit Cards: True, Price Range: 2, Outdoor Seating: False, Caters: True, Noise Level: quiet, Parking: garage: False, street: False, validated: False, lot: True, valet: False, Delivery: False, Attire: casual, Has TV: False, Good For: dessert: False, latenight: False, lunch: False, dinner: True, breakfast: False, brunch: False, Takes Reservations: True, Ambience: romantic: False, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: True, Waiter Service: True, Wi-Fi: no, Good for Kids: True, Good For Groups: True, Alcohol: beer_and_wine",3.74285714285714,"True","False","casual",NA,"False","False",NA,"True","True","False",NA,"False","True","False",NA,"True","True","False",NA,"False","False","False",NA,NA,"False",NA,"True","False",NA,"quiet","False","False","2",NA,"False",NA,"True","False","False","False","False","False",NA,"True",NA,"no"
"258","Bombay Indian Grill","Champaign","Take-out: True, Accepts Credit Cards: True, Price Range: 2, Outdoor Seating: False, Caters: False, Noise Level: average, Parking: garage: False, street: True, validated: False, lot: False, valet: False, Alcohol: none, Good For Groups: True, Delivery: False, Attire: casual, Has TV: False, Corkage: False, Good For: dessert: False, latenight: False, lunch: True, dinner: True, breakfast: False, brunch: False, Takes Reservations: False, Ambience: romantic: False, intimate: False, touristy: False, hipster: False, divey: False, classy: False, trendy: False, upscale: False, casual: True, Waiter Service: True, Wi-Fi: no, Good for Kids: True, BYOB/Corkage: yes_free, Wheelchair Accessible: False",3.53968253968254,"True","False","casual",NA,"False","False",NA,"True","False","False",NA,"False","True","False",NA,"True","True","False",NA,"False","False","False",NA,NA,"False",NA,"False","True",NA,"average","False","False","2",NA,"True",NA,"False","False","False","False","False","False",NA,"True","False","no"
"259","Bon Appetit Cafe","Madison","Take-out: True, Accepts Credit Cards: False, Price Range: 2, Outdoor Seating: False, Noise Level: quiet, Parking: garage: False, street: True, validated: False, lot: False, valet: False, Delivery: False, Attire: casual, Has TV: False, Good For: dessert: False, latenight: False, lunch: False, dinner: True, breakfast: False, brunch: True, Takes Reservations: True, Ambience: romantic: False, intimate: False, touristy: False, hipster: False, divey: False, classy: False, trendy: False, upscale: False, casual: False, Waiter Service: True, Wi-Fi: no, Good for Kids: True, Good For Groups: False, Alcohol: beer_and_wine",3.3125,"False","False","casual",NA,"False","True",NA,"False",NA,"False",NA,"False","True","False",NA,"False","True","False",NA,"False","False","False",NA,NA,"False",NA,"False","False",NA,"quiet","False","False","2",NA,"True",NA,"True","False","False","False","False","False",NA,"True",NA,"no"
"260","Bonefish Grill","Matthews","Take-out: True, Accepts Credit Cards: True, Price Range: 2, Dietary Restrictions: dairy-free: False, gluten-free: True, vegan: False, kosher: False, halal: False, soy-free: False, vegetarian: False, Open 24 Hours: False, Noise Level: average, Good for Kids: True, Parking: garage: False, street: False, validated: False, lot: True, valet: False, Good For Groups: True, Delivery: False, Attire: casual, Has TV: True, Good For: dessert: False, latenight: False, lunch: False, dinner: True, breakfast: False, brunch: False, Takes Reservations: True, Ambience: romantic: False, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: True, Waiter Service: True, Wi-Fi: no, Outdoor Seating: True, Alcohol: full_bar, Caters: False, Wheelchair Accessible: True",3.87272727272727,"True","False","casual",NA,"False","False",NA,"True","False","False",NA,"False","True","False",NA,"True","True","False",NA,"True","False","False",NA,NA,"False",NA,"True","False",NA,"average","True","False","2",NA,"False",NA,"True","False","False","False","False","False",NA,"True","True","no"
"261","Bonterra Restaurant & Wine Room","Charlotte","Take-out: False, Accepts Credit Cards: True, Price Range: 3, Outdoor Seating: True, Good For Dancing: False, Noise Level: quiet, Parking: garage: False, street: True, validated: False, lot: True, valet: True, Good For Groups: True, Delivery: False, Happy Hour: True, Attire: dressy, Has TV: True, Good For: dessert: False, latenight: False, lunch: False, dinner: True, breakfast: False, brunch: False, Takes Reservations: True, Ambience: romantic: False, intimate: False, touristy: False, hipster: False, divey: False, classy: True, trendy: False, upscale: False, casual: False, Waiter Service: True, Wi-Fi: free, Good for Kids: False, Alcohol: full_bar, Caters: False, Wheelchair Accessible: True",3.25581395348837,"True","False","dressy",NA,"False","False",NA,"False","False","True",NA,"False","True","False","False","True","False","False","True","True","False","False",NA,NA,"False",NA,"True","False",NA,"quiet","True","False","3",NA,"True",NA,"True","False","False","False","True","False",NA,"True","True","free"
"262","Boomer's Bar","Las Vegas","Alcohol: full_bar, Noise Level: very_loud, Music: dj: True, live: True, video: False, jukebox: False, Attire: casual, Ambience: romantic: False, intimate: False, touristy: False, hipster: False, divey: True, classy: False, trendy: False, upscale: False, casual: False, Good for Kids: False, Price Range: 1, Good For Dancing: True, Delivery: False, Dogs Allowed: False, Coat Check: False, Smoking: yes, Accepts Credit Cards: True, Take-out: False, Happy Hour: True, Wheelchair Accessible: True, Outdoor Seating: False, Takes Reservations: False, Waiter Service: False, Wi-Fi: free, Caters: False, Good For: dessert: False, latenight: True, lunch: False, dinner: False, brunch: False, breakfast: False, Parking: garage: False, street: True, validated: False, lot: True, valet: False, Has TV: True, Good For Groups: True",3.55555555555556,"True","False","casual",NA,"False","False",NA,"False","False","False","False","False","False","True","True","True","False","False","True","True","False","False","False",NA,"True","True","True","False","True","very_loud","False","False","1","yes","True","False","False","False","False","False","False","False","False","False","True","free"
"263","Boomerang's Bar & Grill","Urbana","Alcohol: full_bar, Noise Level: loud, Music: live: True, Attire: casual, Ambience: romantic: False, intimate: False, classy: False, hipster: False, divey: True, touristy: False, trendy: False, upscale: False, casual: False, Good for Kids: True, Price Range: 1, Good For Dancing: True, Delivery: False, Coat Check: False, Smoking: outdoor, Accepts Credit Cards: True, Take-out: True, Happy Hour: True, Wheelchair Accessible: True, Outdoor Seating: True, Takes Reservations: False, Waiter Service: True, Wi-Fi: free, Caters: False, Good For: dessert: False, latenight: True, lunch: False, dinner: True, breakfast: False, brunch: False, Parking: garage: False, street: False, validated: False, lot: True, valet: False, Has TV: True, Good For Groups: True",3.75,"True","False","casual",NA,"False","False",NA,"False","False","False","False","False","True","True","True","True","True","False","True","True","False","False",NA,NA,"True",NA,"True","False",NA,"loud","True","False","1","outdoor","False","True","False","False","False","False","False","False",NA,"True","True","free"
"264","Border Line Cocina Mexicana","Casa Grande","Good For: dessert: False, latenight: False, lunch: False, dinner: False, breakfast: False, brunch: False, Caters: True, Parking: garage: False, street: False, validated: False, lot: False, valet: False, Outdoor Seating: False, Attire: casual, Waiter Service: True, Takes Reservations: False, Accepts Credit Cards: True, Good for Kids: False, Good For Groups: True, Price Range: 2",2.75,"True",NA,"casual",NA,"False","False",NA,NA,"True",NA,NA,NA,"False",NA,NA,"True","False",NA,NA,NA,NA,NA,NA,NA,"False",NA,"False","False",NA,NA,"False","False","2",NA,"False",NA,"False",NA,NA,NA,"False","False",NA,"True",NA,NA
"265","Bossa Nova","Pittsburgh","Price Range: 3, Outdoor Seating: True, Good For Dancing: True, Noise Level: loud, Coat Check: False, Attire: casual, Delivery: False, Happy Hour: True, Parking: garage: True, street: False, validated: False, lot: False, valet: False, Has TV: False, Good For: dessert: False, latenight: True, lunch: False, dinner: False, breakfast: False, brunch: False, Takes Reservations: True, Ambience: romantic: False, intimate: False, touristy: False, hipster: False, divey: False, classy: False, trendy: False, upscale: False, casual: False, Smoking: yes, Waiter Service: True, Accepts Credit Cards: True, Good for Kids: False, Good For Groups: True, Alcohol: full_bar",2.73076923076923,"True","False","casual",NA,"False","False",NA,"False",NA,"False","False","False","False","False","True","True","False","False","True","False","False","False",NA,NA,"True",NA,"False","False",NA,"loud","True","True",NA,"yes","False",NA,"True","False","False","False","False","False",NA,"True",NA,NA
"266","Boston's Bar & Grille","Tempe","Alcohol: full_bar, Noise Level: very_loud, Has TV: True, Attire: casual, Ambience: romantic: False, intimate: False, touristy: False, upscale: False, divey: False, classy: False, trendy: False, hipster: False, casual: True, Good for Kids: False, Price Range: 1, Delivery: False, Good For Dancing: True, BYOB: False, Coat Check: False, Accepts Credit Cards: True, BYOB/Corkage: yes_corkage, Take-out: True, Corkage: True, Happy Hour: True, Wheelchair Accessible: True, Outdoor Seating: True, Takes Reservations: False, Waiter Service: True, Wi-Fi: no, Caters: False, Good For: dessert: False, latenight: True, lunch: True, dinner: True, breakfast: False, brunch: False, Parking: garage: False, street: False, validated: False, lot: True, valet: False, Good For Groups: True",2.68421052631579,"True","False","casual",NA,"False","False","False","True","False","False","False","False","True","False","True","True","False","False","True","True","False","False",NA,NA,"True",NA,"True","True",NA,"very_loud","True","False","1",NA,"False","True","False","False","False","False","False","False",NA,"True","True","no"
"267","Boston Market","Pittsburgh","Take-out: True, Accepts Credit Cards: True, Price Range: 1, Outdoor Seating: False, Caters: False, Noise Level: average, Parking: garage: False, street: False, validated: False, lot: True, valet: False, Good For Groups: True, Delivery: False, Attire: casual, Has TV: False, Good For: dessert: False, latenight: False, lunch: True, dinner: False, brunch: False, breakfast: False, Takes Reservations: False, Ambience: romantic: False, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: False, Waiter Service: False, Wi-Fi: free, Good for Kids: True, Alcohol: none, Wheelchair Accessible: False",3.38164251207729,"True","False","casual",NA,"False","False",NA,"False","False","False",NA,"False","False","False",NA,"True","True","False",NA,"False","False","False",NA,NA,"False",NA,"True","True",NA,"average","False","False","1",NA,"False",NA,"False","False","False","False","False","False",NA,"False","False","free"
"268","Boston Pizza","Las Vegas","Take-out: True, Accepts Credit Cards: True, Price Range: 1, Outdoor Seating: False, Caters: True, Noise Level: average, Parking: garage: False, street: False, validated: False, lot: True, valet: False, Good For Groups: True, Delivery: True, Attire: casual, Has TV: True, Good For: dessert: False, latenight: True, lunch: False, dinner: False, brunch: False, breakfast: False, Takes Reservations: False, Ambience: romantic: False, intimate: False, touristy: False, hipster: False, divey: False, classy: False, trendy: False, upscale: False, casual: True, Waiter Service: False, Wi-Fi: no, Good for Kids: True, Alcohol: beer_and_wine, Wheelchair Accessible: True",3.38655462184874,"True","False","casual",NA,"False","False",NA,"True","True","False",NA,"True","False","False",NA,"True","True","False",NA,"True","False","False",NA,NA,"True",NA,"True","False",NA,"average","False","False","1",NA,"False",NA,"False","False","False","False","False","False",NA,"False","True","no"
"269","Boudreaux's Louisiana Kitchen","Charlotte","Take-out: True, Accepts Credit Cards: True, Price Range: 2, Outdoor Seating: True, Caters: False, Noise Level: average, Parking: garage: False, street: True, validated: False, lot: False, valet: False, Good For Groups: True, Delivery: False, Attire: casual, Has TV: True, Good For: dessert: False, latenight: False, lunch: False, dinner: False, brunch: True, breakfast: False, Takes Reservations: True, Ambience: romantic: False, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: True, Waiter Service: True, Wi-Fi: no, Good for Kids: True, Alcohol: full_bar, Wheelchair Accessible: True",3.76129032258065,"True","False","casual",NA,"False","True",NA,"True","False","False",NA,"False","False","False",NA,"True","True","False",NA,"True","False","False",NA,NA,"False",NA,"False","False",NA,"average","True","False","2",NA,"True",NA,"True","False","False","False","False","False",NA,"True","True","no"
"270","Boulders Resort & Club","Scottsdale","Take-out: False, Accepts Credit Cards: True, Price Range: 4, Outdoor Seating: True, Parking: garage: False, street: False, validated: False, lot: False, valet: False, Delivery: False, Attire: casual, Has TV: True, Good For: dessert: False, latenight: False, lunch: False, dinner: False, brunch: False, breakfast: False, Takes Reservations: True, Ambience: romantic: False, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: False, Wi-Fi: free, Good for Kids: False, Good For Groups: True, Alcohol: full_bar",4.11111111111111,"True","False","casual",NA,"False","False",NA,"False",NA,"False",NA,"False","False","False",NA,"True","False","False",NA,"True","False","False",NA,NA,"False",NA,"False","False",NA,NA,"True","False","4",NA,"False",NA,"True","False","False","False","False","False",NA,NA,NA,"free"
"271","Brad's Fish & Chips","Phoenix","Take-out: True, Accepts Credit Cards: True, Price Range: 1, Outdoor Seating: False, Caters: False, Noise Level: quiet, Parking: garage: False, street: False, validated: False, lot: True, valet: False, Good For Groups: True, Delivery: False, Attire: casual, Has TV: False, Good For: dessert: False, latenight: False, lunch: False, dinner: True, breakfast: False, brunch: False, Takes Reservations: False, Ambience: romantic: False, intimate: False, classy: False, hipster: False, divey: True, touristy: False, trendy: False, upscale: False, casual: False, Waiter Service: False, Wi-Fi: no, Good for Kids: True, Alcohol: none, Wheelchair Accessible: True",3.11764705882353,"True","False","casual",NA,"False","False",NA,"False","False","False",NA,"False","True","True",NA,"True","True","False",NA,"False","False","False",NA,NA,"False",NA,"True","False",NA,"quiet","False","False","1",NA,"False",NA,"False","False","False","False","False","False",NA,"False","True","no"
